@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
B6,456,FLL,BOS,4,880,186,1
CO,1821,IAH,SNA,4,880,230,1
CO,351,AUS,EWR,4,880,226,0
CO,696,LAS,IAH,4,880,175,1
DL,1826,FLL,ATL,4,880,120,1
DL,1834,ATL,MCI,4,880,134,1
DL,2537,BOS,MCO,4,880,204,1
DL,2736,MEM,LGA,4,880,160,0
DL,582,ATL,LGA,4,880,133,0
EV,5155,MEM,HSV,4,880,58,0
EV,5287,AEX,ATL,4,880,97,0
F9,217,AUS,DEN,4,880,130,1
F9,231,BNA,DEN,4,880,173,0
F9,479,MKE,LAS,4,880,235,1
F9,486,MKE,MCO,4,880,164,0
FL,199,DCA,ATL,4,880,120,0
MQ,2851,DFW,CHS,4,880,140,1
MQ,4261,TUL,ORD,4,880,115,0
OO,4511,DEN,SLC,4,880,89,1
OO,4534,SLC,SAT,4,880,160,1
OO,6237,FAT,LAS,4,880,80,1
OO,6570,HSV,DEN,4,880,178,1
US,1827,BOS,CLT,4,880,146,0
US,450,PHX,SLC,4,880,97,1
US,49,LAS,DCA,4,880,259,0
US,524,PHX,RNO,4,880,110,0
US,623,STL,PHX,4,880,203,0
US,644,LAS,PHX,4,880,68,0
US,907,CLT,TPA,4,880,103,1
US,92,MSP,PHX,4,880,204,0
US,944,CLT,CLE,4,880,100,1
US,982,CLT,MSP,4,880,170,1
WN,1001,MCI,DAL,4,880,95,0
WN,1048,DAL,SAT,4,880,60,0
WN,1096,LAS,MCI,4,880,170,1
WN,1120,TUS,LAX,4,880,90,1
WN,1134,ONT,SMF,4,880,80,1
WN,2004,DEN,LAX,4,880,155,1
WN,2383,MCO,DEN,4,880,260,1
WN,244,MDW,LAX,4,880,280,1
WN,2638,ISP,TPA,4,880,190,1
WN,3110,SAN,OAK,4,880,85,1
WN,317,PHX,MSY,4,880,175,1
WN,3395,SAN,LAS,4,880,70,1
WN,3401,SAT,BNA,4,880,125,1
WN,3403,BWI,BOS,4,880,80,1
WN,378,TPA,SAT,4,880,180,1
WN,619,RNO,LAS,4,880,70,1
WN,748,HOU,MCO,4,880,130,1
WN,866,SJC,LAX,4,880,70,1
XE,2222,STL,IAH,4,880,122,0
XE,2274,IAH,MCI,4,880,116,0
XE,2275,PBI,IAH,4,880,176,1
XE,2336,IAH,ICT,4,880,98,0
XE,2554,ROC,CLE,4,880,67,0
XE,2631,IAH,LFT,4,880,55,0
XE,2951,IAH,TUS,4,880,160,1
XE,3157,IAH,ABQ,4,880,134,1
XE,5911,LNK,ORD,4,880,96,1
YV,2628,CLT,DTW,4,880,110,1
YV,2652,CLT,LIT,4,880,131,1
YV,7249,CLT,IAD,4,880,90,1
DL,116,TPA,ATL,4,881,97,1
FL,723,BWI,MSY,4,881,176,1
HA,187,KOA,HNL,4,881,42,0
UA,148,IAD,MCO,4,881,142,1
XE,2364,EWR,STL,4,881,170,1
B6,1120,FLL,BUF,4,882,176,1
EV,4954,BTR,ATL,4,882,88,1
FL,1463,MDW,MCO,4,882,155,1
OO,6614,PSC,DEN,4,882,131,0
UA,395,IAD,ORD,4,882,131,1
UA,572,PDX,DEN,4,882,150,0
UA,923,IAD,DEN,4,882,245,1
XE,5916,ICT,ORD,4,882,109,1
YV,7236,ORD,DTW,4,882,76,1
DL,1286,ORF,ATL,4,883,117,1
EV,7102,IAD,LGA,4,883,83,1
XE,5893,ORD,AVP,4,883,100,0
EV,5498,ATL,FAY,4,884,75,0
FL,1401,MCO,ROC,4,884,156,0
FL,467,BWI,ATL,4,884,121,1
FL,67,IAD,ATL,4,884,110,0
HA,188,HNL,KOA,4,884,44,1
OO,6435,BOI,SFO,4,884,105,0
XE,2530,GSO,EWR,4,884,105,1
9E,4235,JFK,CLT,4,885,147,0
AA,1008,DFW,HSV,4,885,95,1
AA,1022,MIA,PHL,4,885,180,1
AA,1292,DFW,MSY,4,885,75,0
AA,1499,DFW,SJC,4,885,230,1
AA,1548,DFW,DCA,4,885,170,1
AA,1624,LAX,ORD,4,885,245,0
AA,1634,SAT,ORD,4,885,160,0
AA,1743,DFW,MCI,4,885,90,0
AA,1826,PSP,DFW,4,885,170,0
AA,203,MIA,LAX,4,885,350,1
AA,20,SFO,JFK,4,885,325,0
AA,524,DFW,DTW,4,885,155,0
AA,583,MIA,STL,4,885,170,0
AA,590,SAN,ORD,4,885,235,0
AA,823,ICT,DFW,4,885,80,0
AS,583,SNA,PDX,4,885,148,0
B6,334,MCO,IAD,4,885,120,1
B6,395,LGA,MCO,4,885,174,1
CO,133,LGA,IAH,4,885,252,1
CO,1552,EWR,CLT,4,885,120,0
CO,158,IAH,DCA,4,885,170,1
CO,289,DTW,IAH,4,885,192,1
CO,33,IAH,MSY,4,885,65,0
CO,50,CLE,EWR,4,885,119,0
CO,53,LAX,IAH,4,885,190,1
CO,687,MCO,IAH,4,885,155,0
CO,767,IAH,SEA,4,885,284,1
DL,1003,ATL,MKE,4,885,125,1
DL,1512,ATL,ORD,4,885,131,0
DL,1530,ATL,DTW,4,885,120,1
DL,1559,LAX,HNL,4,885,366,1
DL,1601,BOS,ATL,4,885,174,1
DL,2027,ATL,FLL,4,885,114,1
DL,2111,ATL,DFW,4,885,145,1
DL,2463,RDU,ATL,4,885,93,0
DL,2498,PDX,MSP,4,885,199,0
DL,268,MIA,JFK,4,885,190,0
EV,5004,ATL,OAJ,4,885,82,1
EV,5283,ATL,ILM,4,885,78,0
EV,5289,ATL,JAN,4,885,85,1
EV,7397,CHA,ATL,4,885,56,1
HA,22,HNL,SEA,4,885,335,0
MQ,2763,DFW,MGM,4,885,105,1
MQ,2880,GSP,DFW,4,885,170,1
MQ,3869,ORD,SAT,4,885,175,0
OH,6362,HTS,CVG,4,885,55,0
OH,6543,BHM,LGA,4,885,148,1
OH,6548,JFK,PIT,4,885,108,1
OO,4500,SAN,LAX,4,885,49,1
UA,15,JFK,SFO,4,885,401,0
UA,209,IAD,LAX,4,885,351,1
UA,292,SFO,MCO,4,885,315,1
US,1057,BDL,CLT,4,885,136,0
US,1085,CLT,MCO,4,885,102,1
US,1105,ALB,CLT,4,885,134,1
US,1126,CLT,DFW,4,885,178,1
US,1439,LGA,CLT,4,885,126,1
US,1715,DCA,FLL,4,885,154,0
US,407,PHX,SFO,4,885,125,1
US,429,PHX,OGG,4,885,394,1
US,604,PHX,LAS,4,885,72,1
US,660,OMA,PHX,4,885,171,0
US,90,PHX,PDX,4,885,165,1
WN,1118,BNA,HOU,4,885,135,1
WN,1361,LAS,LAX,4,885,65,1
WN,1392,OAK,ABQ,4,885,130,1
WN,1624,SEA,DEN,4,885,160,1
WN,1715,LAX,AUS,4,885,170,1
WN,1930,SMF,BUR,4,885,70,0
WN,1931,PHL,STL,4,885,160,1
WN,1943,MCO,STL,4,885,155,1
WN,206,OAK,SAN,4,885,85,1
WN,2119,SNA,SMF,4,885,90,1
WN,2397,AUS,OAK,4,885,240,1
WN,249,DAL,LIT,4,885,60,1
WN,27,HOU,ECP,4,885,90,1
WN,2903,DAL,MSY,4,885,80,1
WN,2982,DTW,BWI,4,885,85,0
WN,3339,SEA,SLC,4,885,115,1
WN,3511,LAX,SLC,4,885,110,0
WN,580,PHX,SFO,4,885,125,1
XE,2041,MKE,EWR,4,885,135,1
XE,2341,PIT,IAH,4,885,200,0
XE,2494,MSP,IAH,4,885,176,0
XE,2952,IAH,OKC,4,885,83,0
XE,3121,LIT,IAH,4,885,85,0
XE,3147,DCA,CLE,4,885,70,0
YV,2721,PHX,SBA,4,885,93,0
B6,309,IAD,FLL,4,886,157,1
B6,327,BDL,FLL,4,886,192,0
DL,1271,ATL,CMH,4,886,94,1
DL,1673,ATL,MIA,4,886,114,1
DL,2352,PBI,ATL,4,886,113,1
EV,5314,DFW,DTW,4,886,159,1
FL,25,MDW,ATL,4,886,106,0
OH,6518,FWA,CVG,4,886,54,1
OO,6375,CMX,ORD,4,886,82,0
UA,181,BOS,SFO,4,886,409,1
UA,726,OAK,DEN,4,886,151,0
DL,2335,ATL,JAX,4,887,69,0
HA,301,ITO,HNL,4,887,49,1
OO,6940,ATW,ORD,4,887,60,0
XE,2545,DFW,CLE,4,887,155,1
B6,62,JFK,SYR,4,888,78,1
DL,2310,ATL,IND,4,888,99,1
OO,6333,SAN,LAX,4,888,42,0
OO,6696,SBA,LAX,4,888,44,1
UA,168,SJC,DEN,4,888,152,0
YV,7304,JAX,IAD,4,888,107,1
B6,119,JFK,MSY,4,889,213,1
FL,274,ATL,BOS,4,889,146,1
XE,2441,CHS,IAH,4,889,174,1
YV,2695,PHX,FAT,4,889,103,0
9E,4113,DCA,IND,4,890,121,0
9E,4292,LWB,JFK,4,890,110,0
9E,4383,ATL,GSO,4,890,92,1
AA,1014,SEA,ORD,4,890,240,1
AA,1104,STL,LGA,4,890,140,0
AA,1274,SNA,DFW,4,890,175,0
AA,1285,DFW,SNA,4,890,195,1
AA,1588,SAT,DFW,4,890,70,0
AA,1954,LAX,SFO,4,890,80,0
AA,312,DFW,RSW,4,890,145,1
CO,1440,IAH,ATL,4,890,126,1
CO,1618,EWR,TPA,4,890,178,1
CO,172,HNL,LAX,4,890,335,0
CO,44,MIA,EWR,4,890,190,1
DL,1233,ATL,MSY,4,890,98,1
DL,1237,RIC,ATL,4,890,110,1
DL,1295,ATL,MLB,4,890,93,1
DL,1594,ATL,PHL,4,890,135,1
DL,2487,ATL,MSP,4,890,160,1
EV,4948,MLB,ATL,4,890,101,1
EV,5201,ATL,ALB,4,890,137,0
EV,5331,MEM,LIT,4,890,54,0
EV,5357,ATL,MOB,4,890,79,1
EV,5565,ATL,GPT,4,890,89,0
F9,652,SFO,DEN,4,890,147,1
FL,314,ATL,CLT,4,890,66,1
FL,354,ATL,LGA,4,890,130,1
FL,659,ATL,SAT,4,890,155,1
FL,959,ROC,BWI,4,890,76,0
MQ,2849,DFW,SAF,4,890,110,1
MQ,2865,DFW,MHK,4,890,85,0
MQ,3648,CVG,MIA,4,890,160,0
MQ,3652,SDF,MIA,4,890,155,1
MQ,3677,CMH,MIA,4,890,170,0
MQ,4010,CLT,ORD,4,890,135,0
MQ,4525,LGA,XNA,4,890,220,0
MQ,4548,LGA,CMH,4,890,115,0
OH,6503,JFK,IAD,4,890,106,0
OO,4664,GFK,MSP,4,890,80,0
OO,7802,TWF,SLC,4,890,63,0
US,1181,CLT,IAH,4,890,170,1
US,1195,PHX,SAN,4,890,71,1
US,1546,PHX,CLT,4,890,230,0
US,1750,LAS,PHL,4,890,276,1
US,1766,CLT,DCA,4,890,80,1
US,1990,CLT,IND,4,890,105,0
US,29,PHX,LAX,4,890,86,1
US,638,PHX,ONT,4,890,74,0
US,720,MIA,CLT,4,890,123,0
US,754,ATL,PHL,4,890,129,0
WN,108,MCO,MDW,4,890,170,1
WN,1155,BNA,MCO,4,890,105,1
WN,1217,HOU,TPA,4,890,120,1
WN,1434,MDW,STL,4,890,65,1
WN,1589,MCI,SEA,4,890,255,1
WN,20,LAS,SAN,4,890,65,1
WN,2720,SFO,LAS,4,890,95,1
WN,282,SFO,LAX,4,890,75,1
WN,30,DAL,ELP,4,890,105,1
WN,3244,SAN,AUS,4,890,160,1
WN,3311,DEN,BNA,4,890,145,0
WN,340,SNA,PHX,4,890,70,1
WN,3601,TPA,PHX,4,890,290,0
WN,3682,AUS,MDW,4,890,155,1
WN,3926,MCI,LAS,4,890,195,1
WN,607,MDW,LAS,4,890,245,1
WN,733,LAX,LAS,4,890,60,1
XE,2778,IAH,LIT,4,890,83,0
YV,1027,OGG,HNL,4,890,32,0
YV,1047,LIH,HNL,4,890,29,0
YV,2715,DSM,PHX,4,890,185,0
YV,2890,PHX,SBP,4,890,101,0
DL,1116,ATL,CHS,4,891,72,1
EV,5072,ATL,BMI,4,891,105,1
HA,260,HNL,ITO,4,891,52,1
OO,6707,DEN,MTJ,4,891,55,0
XE,2296,IAH,TUL,4,891,86,0
XE,2443,RIC,CLE,4,891,84,1
CO,335,SAN,IAH,4,892,183,1
DL,68,MIA,ATL,4,892,122,1
FL,641,DEN,MKE,4,892,143,0
OO,6667,CIC,SFO,4,892,59,0
UA,844,SFO,LAX,4,892,93,0
XE,2960,CLT,IAH,4,892,176,0
B6,708,SJU,JFK,4,893,246,1
CO,746,IAH,ORD,4,893,163,0
DL,681,ATL,SAV,4,893,67,1
EV,5502,ATL,VPS,4,893,77,0
F9,834,SEA,DEN,4,893,152,1
OO,7773,SGU,SLC,4,893,77,0
XE,5904,OKC,ORD,4,893,126,1
YV,2855,PHX,FLG,4,893,63,1
UA,779,BOS,DEN,4,894,286,0
XE,5891,TUL,ORD,4,894,113,1
9E,4006,MEM,CVG,4,895,86,0
AA,1071,MEM,DFW,4,895,100,0
AA,1896,SLC,DFW,4,895,155,0
AA,2015,DTW,MIA,4,895,190,1
AA,2527,DFW,SLC,4,895,170,0
AA,578,DFW,SAT,4,895,65,1
AA,682,MIA,JFK,4,895,185,1
AA,734,MIA,DCA,4,895,145,1
AS,152,OTZ,ANC,4,895,85,1
AS,633,PHX,SEA,4,895,187,0
B6,1114,MCO,RIC,4,895,106,0
CO,149,FLL,IAH,4,895,175,0
CO,1545,CLE,IAH,4,895,194,0
CO,1547,ORD,IAH,4,895,165,1
CO,1759,SNA,IAH,4,895,183,0
CO,360,EWR,SAT,4,895,270,1
CO,391,MIA,IAH,4,895,183,1
CO,509,IAH,PDX,4,895,277,1
DL,1656,ATL,PVD,4,895,145,1
DL,1824,ATL,BWI,4,895,107,0
DL,1876,MCO,LGA,4,895,154,0
DL,2279,LGA,FLL,4,895,198,0
DL,2542,ATL,EWR,4,895,143,1
DL,2982,MEM,DCA,4,895,125,0
EV,4961,ATL,FLO,4,895,71,1
EV,5030,ATL,AGS,4,895,57,0
EV,5254,ATL,MDT,4,895,110,1
EV,5274,DCA,BOS,4,895,98,0
EV,5474,ATL,EVV,4,895,84,1
EV,5550,AGS,ATL,4,895,67,1
EV,7126,ORD,CVG,4,895,69,1
F9,608,DEN,IND,4,895,139,1
FL,1439,MSP,MCO,4,895,189,1
FL,850,MCO,ATL,4,895,93,1
MQ,2709,DFW,PIA,4,895,110,1
MQ,2716,DFW,EVV,4,895,110,0
MQ,3390,HOU,DFW,4,895,70,0
MQ,3693,RIC,MIA,4,895,160,1
MQ,4137,ORD,BDL,4,895,125,0
MQ,4143,BUF,ORD,4,895,115,1
MQ,4146,JFK,CMH,4,895,125,1
MQ,4172,JFK,CLE,4,895,115,0
MQ,4333,JFK,PIT,4,895,105,1
MQ,4403,JFK,RDU,4,895,110,0
MQ,4514,DCA,BNA,4,895,120,0
OO,4837,BIS,MSP,4,895,86,1
OO,6869,ORD,ASE,4,895,170,1
OO,6915,ORD,MLI,4,895,44,0
OO,6916,PAH,ORD,4,895,78,0
UA,230,LAS,DEN,4,895,118,0
UA,630,MSY,DEN,4,895,180,0
US,1109,CLT,JAX,4,895,82,0
US,1170,CLT,PIT,4,895,86,0
US,1222,CLT,BWI,4,895,81,1
US,1463,FLL,CLT,4,895,119,0
US,1582,MCO,PHL,4,895,149,1
US,1627,EWR,CLT,4,895,115,1
US,1810,RSW,CLT,4,895,111,1
US,22,PHX,HNL,4,895,403,1
US,662,PHX,SNA,4,895,78,0
WN,1104,SAN,SFO,4,895,90,1
WN,1325,MDW,BWI,4,895,110,1
WN,1955,SDF,MDW,4,895,70,1
WN,2807,ABQ,HOU,4,895,120,1
WN,29,HOU,CRP,4,895,50,1
WN,644,LAS,BUR,4,895,70,1
WN,827,ELP,ABQ,4,895,55,1
WN,843,ABQ,PHX,4,895,75,1
WN,844,HOU,AUS,4,895,50,1
WN,944,DAL,MAF,4,895,70,1
XE,2282,IAH,DFW,4,895,68,1
XE,2356,BHM,IAH,4,895,114,0
XE,3057,VPS,IAH,4,895,118,1
XE,3143,RSW,IAH,4,895,170,0
DL,1849,CMH,ATL,4,896,104,0
DL,2202,LAS,ATL,4,896,232,0
EV,5028,LIT,ATL,4,896,92,1
UA,745,LGA,DEN,4,896,274,0
XE,2228,MEM,EWR,4,896,155,1
EV,5486,ATL,EYW,4,897,118,1
OH,6277,DCA,CMH,4,897,98,0
OO,6249,TUS,LAX,4,897,91,1
XE,2569,IAH,MAF,4,897,89,0
XE,3001,EWR,GSP,4,897,119,0
XE,5906,DSM,ORD,4,897,81,0
DL,141,JFK,MIA,4,898,199,0
EV,5135,ATL,ECP,4,898,75,1
EV,5423,ATL,AVL,4,898,59,1
EV,5440,ATL,GNV,4,898,76,1
EV,5496,ATL,CHO,4,898,95,1
OO,6440,LAX,COS,4,898,126,1
OO,7038,ASE,DEN,4,898,45,0
9E,4146,SYR,JFK,4,899,110,0
B6,1014,JFK,BOS,4,899,81,0
B6,1053,JFK,PIT,4,899,108,0
B6,57,JFK,PBI,4,899,182,1
B6,59,JFK,MCO,4,899,179,0
B6,81,JFK,FLL,4,899,192,1
CO,1527,BWI,IAH,4,899,215,1
FL,476,ATL,BWI,4,899,105,1
MQ,4481,DCA,RDU,4,899,66,0
XE,2551,EWR,JAX,4,899,151,1
XE,3009,EWR,MKE,4,899,147,0
XE,5914,BIS,ORD,4,899,124,0
9E,3914,IND,DTW,4,900,83,1
AA,1076,STL,DCA,4,900,115,1
AA,1607,DFW,PHX,4,900,155,0
AA,1886,MIA,MCO,4,900,60,1
AA,22,LAX,JFK,4,900,315,0
AA,2428,DFW,AUS,4,900,60,0
AA,2559,EWR,DFW,4,900,245,0
AA,335,LGA,ORD,4,900,170,0
AA,520,SMF,DFW,4,900,200,1
AA,815,DFW,ELP,4,900,105,0
AA,835,IND,DFW,4,900,145,0
AA,875,LGA,MIA,4,900,205,1
AA,880,SJC,DFW,4,900,210,1
B6,1207,HPN,RSW,4,900,189,1
B6,1243,BOS,CLT,4,900,137,1
B6,590,PBI,HPN,4,900,162,0
CO,1707,TPA,IAH,4,900,146,0
DL,1127,ATL,PBI,4,900,111,1
DL,165,JFK,LAX,4,900,394,0
DL,1665,MSP,MCI,4,900,92,0
DL,1666,ATL,PNS,4,900,75,1
DL,1798,FLL,LGA,4,900,179,1
DL,1804,FLL,DTW,4,900,194,0
DL,1828,ATL,MDW,4,900,117,1
DL,1832,ORD,MSP,4,900,90,1
DL,2039,DCA,ATL,4,900,115,0
DL,2325,BWI,ATL,4,900,123,1
DL,2347,LGA,ATL,4,900,163,1
DL,2429,ATL,SEA,4,900,330,1
DL,2602,MSY,ATL,4,900,92,1
DL,2614,SEA,MSP,4,900,195,0
DL,2764,ATL,PIT,4,900,106,1
DL,319,ATL,RDU,4,900,85,1
DL,348,ATL,ORF,4,900,101,1
DL,592,ATL,LAX,4,900,305,1
EV,4964,ATL,LEX,4,900,74,1
EV,5139,CAE,ATL,4,900,75,1
EV,5148,ATL,TLH,4,900,70,1
EV,5184,ATL,HSV,4,900,62,1
EV,5278,BHM,ATL,4,900,64,0
EV,7324,ATL,TRI,4,900,64,1
F9,226,DEN,MDW,4,900,135,0
F9,261,SNA,DEN,4,900,136,0
F9,575,DEN,SLC,4,900,83,1
F9,796,PDX,DEN,4,900,143,1
FL,289,ATL,HOU,4,900,139,1
FL,731,MKE,MSP,4,900,73,1
MQ,3278,DFW,BRO,4,900,95,1
MQ,3383,DFW,GPT,4,900,90,1
MQ,3661,MIA,IND,4,900,165,0
MQ,3910,ORD,CRW,4,900,85,1
MQ,4400,RDU,DCA,4,900,59,0
MQ,4612,LGA,RDU,4,900,110,1
OO,4483,DSM,MSP,4,900,70,0
OO,6261,RDM,SFO,4,900,101,0
OO,6655,ORD,EAU,4,900,71,0
OO,6819,PDX,SFO,4,900,103,1
OO,6987,DLH,ORD,4,900,90,0
US,138,IAH,PHX,4,900,172,0
US,1409,DEN,PHX,4,900,112,1
US,1454,MSY,PHL,4,900,166,1
US,1890,PBI,CLT,4,900,112,0
US,2039,BOS,DCA,4,900,96,1
US,2133,BOS,LGA,4,900,76,0
US,2176,DCA,LGA,4,900,81,1
US,2179,LGA,DCA,4,900,78,0
US,456,DFW,PHX,4,900,156,1
US,585,MCI,PHX,4,900,171,0
WN,1042,OAK,LAX,4,900,75,1
WN,1055,PHL,MHT,4,900,75,1
WN,1162,JAX,PHL,4,900,135,1
WN,1170,MDW,MSP,4,900,85,1
WN,1566,MCI,PDX,4,900,245,1
WN,1920,FLL,MDW,4,900,195,1
WN,2181,RNO,PHX,4,900,100,1
WN,3138,SAN,SAT,4,900,155,1
WN,3425,PHX,ELP,4,900,65,1
WN,3503,MDW,DEN,4,900,165,1
WN,35,DAL,HOU,4,900,65,0
WN,36,HOU,DAL,4,900,60,1
WN,389,BNA,RDU,4,900,80,1
WN,3949,MDW,MCO,4,900,160,1
WN,525,AUS,DAL,4,900,55,1
WN,614,IND,BWI,4,900,95,1
WN,653,BNA,PHL,4,900,120,1
WN,660,SLC,DEN,4,900,85,1
XE,2081,BNA,IAH,4,900,130,1
XE,2157,JAX,IAH,4,900,154,0
XE,2179,PNS,IAH,4,900,101,0
XE,2216,IAH,MFE,4,900,73,1
XE,2528,DFW,IAH,4,900,62,1
XE,2755,IAH,ELP,4,900,118,1
XE,2881,BNA,EWR,4,900,132,0
XE,3134,EWR,BNA,4,900,152,1
YV,2749,SAT,PHX,4,900,147,0
DL,2009,MKE,MSP,4,901,78,1
FL,113,ATL,DFW,4,901,146,1
OO,6596,MFR,SFO,4,901,98,0
UA,679,ORD,SAN,4,901,266,1
UA,83,LAX,HNL,4,901,353,1
F9,387,FLL,DEN,4,902,264,0
OO,7054,SNA,SFO,4,902,80,0
UA,685,LGA,ORD,4,902,158,0
DL,1945,DCA,DTW,4,903,99,1
UA,618,ORD,DCA,4,903,111,1
UA,686,ORD,LGA,4,903,126,0
DL,1319,ATL,BDL,4,904,140,1
DL,2109,MKE,ATL,4,904,125,0
FL,509,MKE,LGA,4,904,133,1
OO,6471,SFO,BFL,4,904,74,0
XE,5931,ORD,XNA,4,904,106,1
9E,3666,MSP,BIS,4,905,88,0
9E,4332,ATL,ROC,4,905,118,1
AA,1165,PHL,DFW,4,905,235,1
AA,1218,DFW,BHM,4,905,95,0
AA,1635,JFK,SJU,4,905,250,1
AA,2356,DFW,ORD,4,905,140,1
AA,440,ELP,DFW,4,905,100,0
AA,455,ORD,LAX,4,905,265,1
AA,564,SFO,DFW,4,905,205,0
AA,588,SJU,MIA,4,905,170,0
AS,14,SEA,EWR,4,905,306,1
AS,374,SEA,SMF,4,905,105,1
B6,1759,FLL,SJU,4,905,150,1
CO,107,EWR,IAH,4,905,243,1
CO,575,LAX,CLE,4,905,250,1
CO,800,FLL,EWR,4,905,192,0
DL,1080,ATL,CLT,4,905,77,1
DL,1400,ATL,BOS,4,905,155,1
DL,1482,SLC,SNA,4,905,109,0
DL,1534,ATL,RIC,4,905,95,0
DL,154,FLL,JFK,4,905,185,1
DL,1569,ATL,MCO,4,905,90,1
